epoch,accuracy,loss,lr,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.2724207639694214,2.658933639526367,0.001,0.6084485054016113,0.29647794365882874,2.5252718925476074,0.642031192779541
1,0.30307579040527344,2.4936881065368652,0.001,0.6518290638923645,0.307171106338501,2.4766523838043213,0.6563767194747925
2,0.31125059723854065,2.451538562774658,0.001,0.6627771258354187,0.3128383457660675,2.4426207542419434,0.6640717387199402
3,0.3165380656719208,2.426818370819092,0.001,0.6691604256629944,0.3194684088230133,2.420013666152954,0.6715269684791565
4,0.3203788101673126,2.4090139865875244,0.001,0.6737133860588074,0.32270845770835876,2.4067511558532715,0.6746492981910706
5,0.32320666313171387,2.396169900894165,0.001,0.6769524216651917,0.3246706426143646,2.3929708003997803,0.6769023537635803
6,0.32521650195121765,2.3861005306243896,0.001,0.6794936060905457,0.32501092553138733,2.384425640106201,0.6811659336090088
7,0.32712578773498535,2.3777575492858887,0.001,0.6816359758377075,0.3283488154411316,2.3750619888305664,0.6806159615516663
8,0.3295854330062866,2.3603219985961914,0.001,0.6858453750610352,0.33077818155288696,2.3537211418151855,0.6877820491790771
9,0.3311878740787506,2.3509504795074463,0.001,0.688368558883667,0.3329317569732666,2.347032070159912,0.6894023418426514
10,0.33239081501960754,2.345425605773926,0.001,0.6896917819976807,0.32981428503990173,2.3522098064422607,0.6876675486564636
11,0.3332018554210663,2.340794324874878,0.001,0.6908146739006042,0.3327677845954895,2.346531391143799,0.6905059814453125
12,0.33414918184280396,2.3364787101745605,0.001,0.6919050216674805,0.3363793194293976,2.333007574081421,0.6923918724060059
13,0.33518609404563904,2.3327155113220215,0.001,0.6928805708885193,0.33428701758384705,2.33444881439209,0.6923230290412903
14,0.33586952090263367,2.329293727874756,0.001,0.6937193274497986,0.33263176679611206,2.3308088779449463,0.6929202675819397
15,0.33657199144363403,2.3260133266448975,0.001,0.6946283578872681,0.3369572162628174,2.3276524543762207,0.6955028772354126
16,0.3370813727378845,2.3234798908233643,0.001,0.6952090263366699,0.3393215239048004,2.320847749710083,0.6956066489219666
17,0.3375781178474426,2.3212666511535645,0.001,0.6957693696022034,0.3377184271812439,2.3238630294799805,0.6949797868728638
18,0.33817511796951294,2.318830728530884,0.001,0.6964623928070068,0.3385979235172272,2.3188302516937256,0.6966683268547058
19,0.33922359347343445,2.309314727783203,0.001,0.6988955140113831,0.33943119645118713,2.3109130859375,0.6982332468032837
20,0.3403438627719879,2.3020966053009033,0.001,0.7008238434791565,0.34055688977241516,2.3037941455841064,0.7001992464065552
21,0.3408946692943573,2.2992215156555176,0.001,0.701703667640686,0.33941400051116943,2.3024096488952637,0.6999959945678711
22,0.3414632976055145,2.2967917919158936,0.001,0.70237135887146,0.3409541845321655,2.29850435256958,0.7007061839103699
23,0.34187278151512146,2.2947769165039062,0.001,0.7028903961181641,0.34250080585479736,2.2935690879821777,0.7026323676109314
