epoch,accuracy,loss,lr,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.11349333077669144,3.4170114994049072,0.001,0.35600000619888306,0.29460999369621277,2.630885601043701,0.6547300219535828
1,0.36163222789764404,2.260706901550293,0.001,0.7435255646705627,0.4414199888706207,1.7513306140899658,0.8734300136566162
2,0.4131022095680237,1.8814184665679932,0.001,0.8437511324882507,0.4585599899291992,1.6251065731048584,0.8939999938011169
3,0.42992112040519714,1.772411823272705,0.001,0.8661155700683594,0.47255998849868774,1.566988229751587,0.9023900032043457
4,0.44025999307632446,1.712066411972046,0.001,0.8774188756942749,0.4770300090312958,1.53404700756073,0.9063400030136108
5,0.447837769985199,1.67195725440979,0.001,0.8839866518974304,0.4823499917984009,1.5160423517227173,0.9078599810600281
6,0.4526011049747467,1.6438640356063843,0.001,0.8887799978256226,0.48537999391555786,1.4999465942382812,0.9096900224685669
7,0.4577466547489166,1.6204789876937866,0.001,0.8921566605567932,0.4877699911594391,1.4833327531814575,0.91211998462677
8,0.4611077904701233,1.6027637720108032,0.001,0.8947921991348267,0.4911800026893616,1.4785321950912476,0.9138299822807312
9,0.46461331844329834,1.5875859260559082,0.001,0.8971266746520996,0.49480000138282776,1.463678002357483,0.9153500199317932
10,0.46759334206581116,1.5718587636947632,0.001,0.8997877836227417,0.49494999647140503,1.4566831588745117,0.9158999919891357
11,0.470244437456131,1.5612781047821045,0.001,0.9009900093078613,0.4962800145149231,1.4495259523391724,0.916130006313324
12,0.47332999110221863,1.5493727922439575,0.001,0.9029688835144043,0.49825000762939453,1.4449931383132935,0.9172499775886536
13,0.47597888112068176,1.538655161857605,0.001,0.9045311212539673,0.4985499978065491,1.4378682374954224,0.9181399941444397
14,0.4771299958229065,1.5300267934799194,0.001,0.9056922197341919,0.5002700090408325,1.4397252798080444,0.9184399843215942
15,0.4796511232852936,1.521502137184143,0.001,0.9072688817977905,0.5014700293540955,1.437590479850769,0.9174900054931641
16,0.4816499948501587,1.5136317014694214,0.001,0.9079678058624268,0.5007500052452087,1.4337459802627563,0.9188500046730042
17,0.4842366576194763,1.5046848058700562,0.001,0.9093133211135864,0.5016000270843506,1.4280269145965576,0.9198099970817566
18,0.48539555072784424,1.498410940170288,0.001,0.9106878042221069,0.5009999871253967,1.4261324405670166,0.9194700121879578
19,0.48746445775032043,1.4909636974334717,0.001,0.9113044738769531,0.5023400187492371,1.424749493598938,0.919409990310669
20,0.48847776651382446,1.4845584630966187,0.001,0.9124244451522827,0.5020800232887268,1.4217453002929688,0.9202200174331665
21,0.4897100031375885,1.479064702987671,0.001,0.9132910966873169,0.5032899975776672,1.4155669212341309,0.9203600287437439
22,0.49162667989730835,1.4727723598480225,0.001,0.9143410921096802,0.5054799914360046,1.4152332544326782,0.9203100204467773
23,0.4934810996055603,1.4673805236816406,0.001,0.9146222472190857,0.5035300254821777,1.4159013032913208,0.9202100038528442
24,0.4944944381713867,1.4612849950790405,0.001,0.9157822132110596,0.5045899748802185,1.414663553237915,0.9217900037765503
25,0.4966133236885071,1.4570084810256958,0.001,0.9162266850471497,0.5069100260734558,1.41032075881958,0.9218000173568726
26,0.49788331985473633,1.4504977464675903,0.001,0.9175644516944885,0.5053499937057495,1.4167101383209229,0.9213299751281738
27,0.4991355538368225,1.4450328350067139,0.001,0.9179911017417908,0.506879985332489,1.4124755859375,0.921239972114563
28,0.5003088712692261,1.4422228336334229,0.001,0.9187999963760376,0.5065100193023682,1.4119579792022705,0.9209399819374084
29,0.5020955801010132,1.43709397315979,0.001,0.9191466569900513,0.5059900283813477,1.4138628244400024,0.9213200211524963
30,0.503058910369873,1.4312007427215576,0.001,0.9203255772590637,0.5068299770355225,1.4132939577102661,0.9206799864768982
31,0.5034122467041016,1.4269646406173706,0.001,0.9206488728523254,0.5061100125312805,1.4127838611602783,0.9209399819374084
32,0.5055410861968994,1.4230879545211792,0.001,0.9212611317634583,0.507610023021698,1.4102320671081543,0.9216499924659729
33,0.5063999891281128,1.4194728136062622,0.001,0.9217455387115479,0.5073400139808655,1.4075379371643066,0.921459972858429
34,0.5074611306190491,1.417199969291687,0.001,0.9219144582748413,0.5074899792671204,1.4105409383773804,0.9218999743461609
35,0.5087622404098511,1.411789059638977,0.001,0.9225577712059021,0.5077199935913086,1.411082148551941,0.921720027923584
36,0.5099855661392212,1.4082591533660889,0.001,0.9232366681098938,0.5073800086975098,1.414420485496521,0.9218699932098389
