epoch,accuracy,loss,lr,top-5-accuracy,val_accuracy,val_loss,val_top-5-accuracy
0,0.4428735375404358,1.6811209917068481,0.001,0.8734427094459534,0.5233173370361328,1.3184709548950195,0.9398573637008667
1,0.4944551885128021,1.4279468059539795,0.001,0.925404965877533,0.5355995893478394,1.2686024904251099,0.9455515146255493
2,0.5065180063247681,1.3823424577713013,0.001,0.9316449761390686,0.5426876544952393,1.245396375656128,0.9487189650535583
3,0.5135552287101746,1.3568023443222046,0.001,0.9350627660751343,0.5467383861541748,1.2306803464889526,0.9502355456352234
4,0.5182822942733765,1.3400310277938843,0.001,0.9371922612190247,0.5505461096763611,1.217853307723999,0.951974630355835
5,0.5218442678451538,1.3277804851531982,0.001,0.9387835264205933,0.5526690483093262,1.2120659351348877,0.9525880217552185
6,0.5244784951210022,1.318543553352356,0.001,0.9398927688598633,0.5538130402565002,1.2066574096679688,0.9531739950180054
7,0.5266732573509216,1.3111580610275269,0.001,0.9408580660820007,0.555547833442688,1.2011773586273193,0.9538953900337219
8,0.5284407734870911,1.3049495220184326,0.001,0.9415870308876038,0.5573536157608032,1.1960800886154175,0.9543566703796387
9,0.5299427509307861,1.2999640703201294,0.001,0.9421699643135071,0.5582373738288879,1.1931169033050537,0.9546894431114197
10,0.5313740968704224,1.2954847812652588,0.001,0.9426712393760681,0.5595093369483948,1.189380407333374,0.9550942182540894
11,0.5325891375541687,1.2914512157440186,0.001,0.9432021975517273,0.5599286556243896,1.1878957748413086,0.9552587270736694
12,0.5334718823432922,1.2879712581634521,0.001,0.9436851143836975,0.5608559846878052,1.1847305297851562,0.9555640816688538
13,0.5342757105827332,1.2853176593780518,0.001,0.9439733028411865,0.5613258481025696,1.1837420463562012,0.9557581543922424
14,0.5352674126625061,1.2824997901916504,0.001,0.9442794919013977,0.5621811151504517,1.1811844110488892,0.9559532999992371
15,0.536128044128418,1.2797704935073853,0.001,0.9446105360984802,0.5624542236328125,1.1798639297485352,0.9559785723686218
16,0.536637544631958,1.2778035402297974,0.001,0.9448283314704895,0.5626751780509949,1.179287314414978,0.9562559723854065
17,0.5372097492218018,1.275855541229248,0.001,0.9450437426567078,0.5636138319969177,1.1762924194335938,0.9565252661705017
18,0.5379071235656738,1.2737820148468018,0.001,0.9453133344650269,0.5638654232025146,1.1765282154083252,0.9564892649650574
19,0.5385566353797913,1.2720856666564941,0.001,0.9454909563064575,0.564194917678833,1.1749697923660278,0.9567618370056152
20,0.5389078855514526,1.2704062461853027,0.001,0.9456956386566162,0.5645583271980286,1.1734085083007812,0.9568032026290894
21,0.5395432710647583,1.268977403640747,0.001,0.9458718299865723,0.5650120973587036,1.172366976737976,0.9568865299224854
22,0.5397871732711792,1.267605185508728,0.001,0.9460357427597046,0.564982533454895,1.1719187498092651,0.9569628834724426
23,0.5404003262519836,1.2663166522979736,0.001,0.9461519718170166,0.5656464099884033,1.1702141761779785,0.9571155905723572
24,0.5406186580657959,1.265165090560913,0.001,0.946254551410675,0.5658770799636841,1.1696906089782715,0.9570155739784241
25,0.5409827828407288,1.2639802694320679,0.001,0.9463821053504944,0.5664727091789246,1.1683577299118042,0.9573585391044617
26,0.5413340926170349,1.2627028226852417,0.001,0.9465931057929993,0.5661399364471436,1.1684081554412842,0.957184910774231
27,0.5415863394737244,1.2618532180786133,0.001,0.9467176795005798,0.5667662024497986,1.1672612428665161,0.9575230479240417
28,0.5421146154403687,1.2607784271240234,0.001,0.9468114972114563,0.5668796300888062,1.166719913482666,0.9574268460273743
29,0.5424092411994934,1.2597712278366089,0.001,0.9469128251075745,0.5670318007469177,1.1663047075271606,0.9575128555297852
30,0.5425866842269897,1.259094476699829,0.001,0.9469494819641113,0.5671204924583435,1.1663750410079956,0.9575230479240417
31,0.5429084897041321,1.2582335472106934,0.001,0.9470486044883728,0.5676150918006897,1.1651322841644287,0.9577058553695679
32,0.5430389642715454,1.2571003437042236,0.001,0.9471492767333984,0.567567765712738,1.1646051406860352,0.9576939940452576
33,0.5436123013496399,1.2564045190811157,0.001,0.9472836852073669,0.5677838921546936,1.1639950275421143,0.9576171040534973
34,0.5436122417449951,1.2554936408996582,0.001,0.9473928213119507,0.5678898096084595,1.1630574464797974,0.9577294588088989
35,0.5438164472579956,1.2548260688781738,0.001,0.9474843740463257,0.5679935216903687,1.1628177165985107,0.957893967628479
36,0.5442437529563904,1.2541439533233643,0.001,0.9475445747375488,0.5681295394897461,1.1627016067504883,0.9577203392982483
37,0.5443627834320068,1.2536797523498535,0.001,0.9476169347763062,0.5684499740600586,1.162230372428894,0.9579880833625793
38,0.5446432828903198,1.2527575492858887,0.001,0.9476863145828247,0.5682247281074524,1.1622294187545776,0.9579192399978638
39,0.5447489023208618,1.2524144649505615,0.001,0.9477347731590271,0.568696141242981,1.1609374284744263,0.9580375552177429
40,0.5449468493461609,1.2516989707946777,0.001,0.9477936029434204,0.5689681768417358,1.1608021259307861,0.9580117464065552
41,0.5450526475906372,1.2511799335479736,0.001,0.9478286504745483,0.5689902305603027,1.1606643199920654,0.9581708312034607
42,0.5453330874443054,1.2505749464035034,0.001,0.9479712843894958,0.5689923763275146,1.1599738597869873,0.9581729769706726
43,0.545529305934906,1.2500216960906982,0.001,0.9479723572731018,0.5691891312599182,1.1596473455429077,0.9581235647201538
44,0.5457937717437744,1.2495301961898804,0.001,0.9480247497558594,0.5692197680473328,1.1596213579177856,0.9582364559173584
45,0.5459422469139099,1.2488759756088257,0.001,0.9481157064437866,0.5693100690841675,1.1593143939971924,0.9581380486488342
46,0.5459646582603455,1.2485287189483643,0.001,0.9481281042098999,0.569546103477478,1.1586202383041382,0.9583235383033752
47,0.5461760759353638,1.2479747533798218,0.001,0.9481736421585083,0.5697369575500488,1.1582046747207642,0.9583315849304199
48,0.5463544726371765,1.2474828958511353,0.001,0.9482703804969788,0.569756269454956,1.1579142808914185,0.9583740830421448
49,0.5463756322860718,1.247100830078125,0.001,0.9483606815338135,0.570091187953949,1.1572999954223633,0.9583272933959961
50,0.5465033650398254,1.2466754913330078,0.001,0.9483561515808105,0.5699503421783447,1.157486915588379,0.9584391117095947
51,0.5467537045478821,1.246137022972107,0.001,0.9483854174613953,0.5700030326843262,1.1569766998291016,0.9584638476371765
52,0.5467436909675598,1.2459722757339478,0.001,0.9483826756477356,0.5702223777770996,1.1567320823669434,0.9584218859672546
53,0.5467850565910339,1.2454190254211426,0.001,0.9485030770301819,0.5703858137130737,1.156570553779602,0.9584804773330688
54,0.5469419956207275,1.2451722621917725,0.001,0.9485114216804504,0.5705314874649048,1.1566990613937378,0.9585450291633606
55,0.5471855998039246,1.244642972946167,0.001,0.9486779570579529,0.5704271793365479,1.156012773513794,0.9585530757904053
56,0.5474665760993958,1.2440718412399292,0.001,0.9486729502677917,0.5706675052642822,1.1557462215423584,0.9585482478141785
57,0.5475741028785706,1.2438746690750122,0.001,0.9486566185951233,0.5706046223640442,1.1556951999664307,0.9585541486740112
58,0.5474126935005188,1.2435550689697266,0.001,0.9487192034721375,0.5707314610481262,1.1554104089736938,0.9586465954780579
59,0.5477765202522278,1.243039608001709,0.001,0.948712944984436,0.5707137584686279,1.1551728248596191,0.9586116671562195
60,0.5478429198265076,1.2428085803985596,0.001,0.948828935623169,0.5706771612167358,1.1550673246383667,0.9586519598960876
61,0.547921359539032,1.2424668073654175,0.001,0.9487881064414978,0.5709078311920166,1.154892921447754,0.9586987495422363
62,0.5481929779052734,1.2423441410064697,0.001,0.9488223791122437,0.5711115598678589,1.1541956663131714,0.9587106108665466
63,0.5480483770370483,1.2417881488800049,0.001,0.9489121437072754,0.5711411237716675,1.154117226600647,0.9587132930755615
64,0.5480238795280457,1.2418385744094849,0.001,0.9489377737045288,0.5710561871528625,1.154356837272644,0.9587503671646118
65,0.5482411980628967,1.2413277626037598,0.001,0.9489150643348694,0.5712201595306396,1.1536928415298462,0.9587008953094482
66,0.5483869314193726,1.241030216217041,0.001,0.9490131735801697,0.5714808702468872,1.153322458267212,0.9587799310684204
67,0.5485237240791321,1.240714430809021,0.001,0.9490332007408142,0.5715216994285583,1.1533938646316528,0.9588815569877625
